,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__learning_rate,param_clf__base_estimator,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,128.86286687850952,0.0,0.2360396385192871,0.0,10,0.1,SGDClassifier(),"{'clf__n_estimators': 10, 'clf__learning_rate': 0.1, 'clf__base_estimator': SGDClassifier()}",0.1999608905774227,0.1999608905774227,0.0,6
1,9.422868490219116,0.0,0.451000452041626,0.0,250,0.1,DecisionTreeClassifier(),"{'clf__n_estimators': 250, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier()}",0.8766935776741067,0.8766935776741067,0.0,1
2,15.539869785308838,0.0,0.3549981117248535,0.0,100,5,Perceptron(),"{'clf__n_estimators': 100, 'clf__learning_rate': 5, 'clf__base_estimator': Perceptron()}",0.3234628600162025,0.3234628600162025,0.0,5
3,2026.2072396278381,0.0,1.5169599056243896,0.0,250,5,SGDClassifier(),"{'clf__n_estimators': 250, 'clf__learning_rate': 5, 'clf__base_estimator': SGDClassifier()}",0.1808531441182222,0.1808531441182222,0.0,7
4,9.503869771957397,0.0,0.3930015563964844,0.0,100,10,DecisionTreeClassifier(),"{'clf__n_estimators': 100, 'clf__learning_rate': 10, 'clf__base_estimator': DecisionTreeClassifier()}",0.8766935776741067,0.8766935776741067,0.0,1
5,28.151898860931396,0.0,1.5969698429107666,0.0,150,0.001,BernoulliNB(),"{'clf__n_estimators': 150, 'clf__learning_rate': 0.001, 'clf__base_estimator': BernoulliNB()}",0.09782942704695924,0.09782942704695924,0.0,8
6,27.54487133026123,0.0,0.3320014476776123,0.0,10,1,Perceptron(),"{'clf__n_estimators': 10, 'clf__learning_rate': 1, 'clf__base_estimator': Perceptron()}",0.4046149118641227,0.4046149118641227,0.0,4
7,12.25586986541748,0.0,1.116999864578247,0.0,50,0.001,BernoulliNB(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.001, 'clf__base_estimator': BernoulliNB()}",0.09782942704695924,0.09782942704695924,0.0,8
8,294.94200134277344,0.0,2.010040283203125,0.0,250,0.01,Perceptron(),"{'clf__n_estimators': 250, 'clf__learning_rate': 0.01, 'clf__base_estimator': Perceptron()}",0.5114674414057044,0.5114674414057044,0.0,3
9,10.674994230270386,0.0,0.9430010318756104,0.0,50,0.01,BernoulliNB(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.01, 'clf__base_estimator': BernoulliNB()}",0.09782942704695924,0.09782942704695924,0.0,8
