,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,422.2315204143524,0.0,0.44399476051330566,0.0,64,3,0.5,0.7,"{'clf__n_estimators': 64, 'clf__max_depth': 3, 'clf__learning_rate': 0.5, 'clf__colsample_bytree': 0.7}",0.915691259044054,0.915691259044054,0.0,6
1,195.9225172996521,0.0,1.0429997444152832,0.0,64,5,0.01,0.1,"{'clf__n_estimators': 64, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__colsample_bytree': 0.1}",0.7328826437969662,0.7328826437969662,0.0,10
2,2257.217059135437,0.0,1.6909539699554443,0.0,512,3,0.1,1,"{'clf__n_estimators': 512, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1}",0.9351900997290276,0.9351900997290276,0.0,3
3,1753.8232662677765,0.0,4.591004848480225,0.0,1024,4,1,0.3,"{'clf__n_estimators': 1024, 'clf__max_depth': 4, 'clf__learning_rate': 1, 'clf__colsample_bytree': 0.3}",0.9760315110204766,0.9760315110204766,0.0,1
4,779.9373068809509,0.0,0.569000244140625,0.0,64,5,0.1,1,"{'clf__n_estimators': 64, 'clf__max_depth': 5, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1}",0.8910523228203481,0.8910523228203481,0.0,7
5,408.06851530075073,0.0,0.4400014877319336,0.0,64,3,1,0.7,"{'clf__n_estimators': 64, 'clf__max_depth': 3, 'clf__learning_rate': 1, 'clf__colsample_bytree': 0.7}",0.9334860463167305,0.9334860463167305,0.0,4
6,104.17799472808838,0.0,0.5939996242523193,0.0,32,4,0.1,0.1,"{'clf__n_estimators': 32, 'clf__max_depth': 4, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.1}",0.7377433863172892,0.7377433863172892,0.0,9
7,185.49951887130737,0.0,1.6900019645690918,0.0,32,10,1,0.1,"{'clf__n_estimators': 32, 'clf__max_depth': 10, 'clf__learning_rate': 1, 'clf__colsample_bytree': 0.1}",0.9171159594379418,0.9171159594379418,0.0,5
8,995.8524448871613,0.0,1.211000919342041,0.0,128,6,0.5,0.7,"{'clf__n_estimators': 128, 'clf__max_depth': 6, 'clf__learning_rate': 0.5, 'clf__colsample_bytree': 0.7}",0.9733776573455876,0.9733776573455876,0.0,2
9,82.6480004787445,0.0,0.398998498916626,0.0,8,10,0.0001,0.3,"{'clf__n_estimators': 8, 'clf__max_depth': 10, 'clf__learning_rate': 0.0001, 'clf__colsample_bytree': 0.3}",0.8448193982735983,0.8448193982735983,0.0,8
